game_id,home/away,opp_name,opp_code,result
446874,Home,Philadelphia Phillies,143,W
446897,Home,Philadelphia Phillies,143,W
446909,Home,Philadelphia Phillies,143,W
446922,Home,Pittsburgh Pirates,134,L
446937,Home,Pittsburgh Pirates,134,W
446952,Home,Pittsburgh Pirates,134,W
446960,Away,Chicago Cubs,112,L
446985,Away,Chicago Cubs,112,L
447000,Away,Chicago Cubs,112,L
447011,Away,St. Louis Cardinals,138,L
447026,Away,St. Louis Cardinals,138,W
447041,Away,St. Louis Cardinals,138,L
447054,Home,Colorado Rockies,115,L
447061,Home,Colorado Rockies,115,W
447076,Home,Colorado Rockies,115,W
447090,Home,Chicago Cubs,112,L
447105,Home,Chicago Cubs,112,L
447120,Home,Chicago Cubs,112,W
447135,Home,Chicago Cubs,112,L
447151,Away,New York Mets,121,L
447164,Away,New York Mets,121,L
447179,Away,New York Mets,121,L
447201,Away,Pittsburgh Pirates,134,L
447216,Away,Pittsburgh Pirates,134,L
447231,Away,Pittsburgh Pirates,134,W
447250,Home,San Francisco Giants,137,L
447265,Home,San Francisco Giants,137,L
447280,Home,San Francisco Giants,137,W
447288,Home,Milwaukee Brewers,158,W
447300,Home,Milwaukee Brewers,158,W
447315,Home,Milwaukee Brewers,158,L
447330,Home,Milwaukee Brewers,158,L
447349,Home,Pittsburgh Pirates,134,W
447378,Home,Pittsburgh Pirates,134,L
447393,Away,Philadelphia Phillies,143,L
447408,Away,Philadelphia Phillies,143,L
447423,Away,Philadelphia Phillies,143,W
447438,Away,Cleveland Indians,114,L
447447,Away,Cleveland Indians,114,L
447462,Home,Cleveland Indians,114,L
447476,Home,Cleveland Indians,114,L
447496,Home,Seattle Mariners,136,L
447511,Home,Seattle Mariners,136,L
447526,Home,Seattle Mariners,136,L
447532,Away,Los Angeles Dodgers,119,L
447543,Away,Los Angeles Dodgers,119,L
447558,Away,Los Angeles Dodgers,119,L
447582,Away,Milwaukee Brewers,158,L
447597,Away,Milwaukee Brewers,158,W
447612,Away,Milwaukee Brewers,158,L
447626,Away,Colorado Rockies,115,W
447641,Away,Colorado Rockies,115,L
447657,Away,Colorado Rockies,115,W
447671,Away,Colorado Rockies,115,W
447693,Home,Washington Nationals,120,W
447708,Home,Washington Nationals,120,W
447723,Home,Washington Nationals,120,L
447745,Home,St. Louis Cardinals,138,W
447760,Home,St. Louis Cardinals,138,L
447770,Home,St. Louis Cardinals,138,L
447782,Home,Oakland Athletics,133,W
447797,Home,Oakland Athletics,133,W
447812,Home,Oakland Athletics,133,L
447818,Away,Atlanta Braves,144,W
447829,Away,Atlanta Braves,144,W
447844,Away,Atlanta Braves,144,L
447858,Away,Atlanta Braves,144,L
447870,Away,Houston Astros,117,W
447885,Away,Houston Astros,117,L
447900,Away,Houston Astros,117,L
447924,Away,Texas Rangers,140,W
447939,Away,Texas Rangers,140,L
447957,Home,San Diego Padres,135,L
447970,Home,San Diego Padres,135,L
447985,Home,San Diego Padres,135,L
448000,Home,San Diego Padres,135,W
448006,Home,Chicago Cubs,112,L
448018,Home,Chicago Cubs,112,L
448033,Home,Chicago Cubs,112,L
448048,Away,Washington Nationals,120,L
448060,Away,Washington Nationals,120,L
448075,Away,Washington Nationals,120,W
448090,Away,Washington Nationals,120,L
448104,Away,Chicago Cubs,112,L
448119,Away,Chicago Cubs,112,W
