batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
554340,Yimi Garcia,0,0,1,0.0,475115,Tyson Ross,11.81,0.375
608369,Corey Seager,1,5,2,0.2,475115,Tyson Ross,11.81,0.375
475100,Scott Van Slyke,0,1,3,0.0,475115,Tyson Ross,11.81,0.375
518586,Charlie Culberson,0,1,4,0.0,475115,Tyson Ross,11.81,0.375
605131,Austin Barnes,0,0,5,0.0,475115,Tyson Ross,11.81,0.375
572204,Trayce Thompson,1,2,6,1.0,475115,Tyson Ross,11.81,0.375
592626,Joc Pederson,2,5,7,0.4,475115,Tyson Ross,11.81,0.375
454560,A.J. Ellis,1,5,8,0.25,475115,Tyson Ross,11.81,0.375
571771,Enrique Hernandez,0,1,9,0.0,475115,Tyson Ross,11.81,0.375
400284,Chase Utley,0,4,1,0.333,448306,James Shields,4.5,0.261
608369,Corey Seager,3,4,2,0.444,448306,James Shields,4.5,0.261
457759,Justin Turner,0,4,3,0.222,448306,James Shields,4.5,0.261
408236,Adrian Gonzalez,1,4,4,0.5,448306,James Shields,4.5,0.261
624577,Yasiel Puig,1,4,5,0.5,448306,James Shields,4.5,0.261
572204,Trayce Thompson,0,1,6,0.5,448306,James Shields,4.5,0.261
592626,Joc Pederson,0,4,7,0.25,448306,James Shields,4.5,0.261
605131,Austin Barnes,0,4,8,0.0,448306,James Shields,4.5,0.261
445276,Kenley Jansen,0,0,9,0.0,448306,James Shields,4.5,0.261
400284,Chase Utley,1,5,1,0.286,488768,Andrew Cashner,11.25,0.333
608369,Corey Seager,1,5,2,0.357,488768,Andrew Cashner,11.25,0.333
457759,Justin Turner,2,4,3,0.308,488768,Andrew Cashner,11.25,0.333
408236,Adrian Gonzalez,0,5,4,0.4,488768,Andrew Cashner,11.25,0.333
624577,Yasiel Puig,3,4,5,0.6,488768,Andrew Cashner,11.25,0.333
572204,Trayce Thompson,0,0,6,0.5,488768,Andrew Cashner,11.25,0.333
592626,Joc Pederson,1,4,7,0.25,488768,Andrew Cashner,11.25,0.333
454560,A.J. Ellis,0,4,8,0.125,488768,Andrew Cashner,11.25,0.333
430599,Joe Blanton,0,0,9,0.0,488768,Andrew Cashner,11.25,0.333
400284,Chase Utley,2,5,1,0.316,408241,Jake Peavy,7.2,0.417
608369,Corey Seager,1,5,2,0.316,408241,Jake Peavy,7.2,0.417
624577,Yasiel Puig,2,5,3,0.533,408241,Jake Peavy,7.2,0.417
408236,Adrian Gonzalez,3,4,4,0.5,408241,Jake Peavy,7.2,0.417
572204,Trayce Thompson,0,0,5,0.5,408241,Jake Peavy,7.2,0.417
592626,Joc Pederson,2,4,6,0.313,408241,Jake Peavy,7.2,0.417
571771,Enrique Hernandez,1,4,7,0.286,408241,Jake Peavy,7.2,0.417
605131,Austin Barnes,1,4,8,0.125,408241,Jake Peavy,7.2,0.417
518586,Charlie Culberson,0,1,9,0.0,408241,Jake Peavy,7.2,0.417
400284,Chase Utley,2,5,1,0.348,430912,Matt Cain,3.0,0.261
608369,Corey Seager,1,5,2,0.292,430912,Matt Cain,3.0,0.261
430599,Joe Blanton,0,0,3,0.0,430912,Matt Cain,3.0,0.261
408236,Adrian Gonzalez,1,5,4,0.421,430912,Matt Cain,3.0,0.261
624577,Yasiel Puig,1,4,5,0.5,430912,Matt Cain,3.0,0.261
592626,Joc Pederson,1,4,6,0.3,430912,Matt Cain,3.0,0.261
475100,Scott Van Slyke,0,4,7,0.125,430912,Matt Cain,3.0,0.261
454560,A.J. Ellis,1,4,8,0.167,430912,Matt Cain,3.0,0.261
518586,Charlie Culberson,0,0,9,0.0,430912,Matt Cain,3.0,0.261
400284,Chase Utley,0,3,1,0.32,518516,Madison Bumgarner,3.27,0.262
624577,Yasiel Puig,1,5,2,0.455,518516,Madison Bumgarner,3.27,0.262
445276,Kenley Jansen,0,0,3,0.0,518516,Madison Bumgarner,3.27,0.262
408236,Adrian Gonzalez,2,5,4,0.417,518516,Madison Bumgarner,3.27,0.262
605131,Austin Barnes,0,2,5,0.1,518516,Madison Bumgarner,3.27,0.262
572204,Trayce Thompson,1,5,6,0.286,518516,Madison Bumgarner,3.27,0.262
608369,Corey Seager,1,2,7,0.32,518516,Madison Bumgarner,3.27,0.262
518586,Charlie Culberson,2,5,8,0.286,518516,Madison Bumgarner,3.27,0.262
608672,Micah Johnson,0,2,9,0.0,518516,Madison Bumgarner,3.27,0.262
400284,Chase Utley,1,4,1,0.31,456501,Johnny Cueto,4.5,0.296
608369,Corey Seager,2,5,2,0.333,456501,Johnny Cueto,4.5,0.296
457759,Justin Turner,1,5,3,0.296,456501,Johnny Cueto,4.5,0.296
408236,Adrian Gonzalez,2,4,4,0.429,456501,Johnny Cueto,4.5,0.296
