batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
570267,Domingo Santana,2,5,1,0.4,518516,Madison Bumgarner,5.4,0.294
542340,Jonathan Villar,1,4,2,0.333,518516,Madison Bumgarner,5.4,0.294
430641,Blaine Boyer,0,0,3,0.0,518516,Madison Bumgarner,5.4,0.294
518960,Jonathan Lucroy,1,4,4,0.333,518516,Madison Bumgarner,5.4,0.294
474892,Chris Carter,0,4,5,0.0,518516,Madison Bumgarner,5.4,0.294
431094,Aaron Hill,1,4,6,0.25,518516,Madison Bumgarner,5.4,0.294
571697,Scooter Gennett,2,4,7,0.667,518516,Madison Bumgarner,5.4,0.294
595023,Colin Walsh,0,1,8,0.0,518516,Madison Bumgarner,5.4,0.294
570717,Ramon Flores,0,2,9,0.0,518516,Madison Bumgarner,5.4,0.294
570267,Domingo Santana,0,4,1,0.222,456501,Johnny Cueto,1.29,0.24
571697,Scooter Gennett,1,4,2,0.429,456501,Johnny Cueto,1.29,0.24
460075,Ryan Braun,1,4,3,0.25,456501,Johnny Cueto,1.29,0.24
518960,Jonathan Lucroy,1,4,4,0.286,456501,Johnny Cueto,1.29,0.24
474892,Chris Carter,1,4,5,0.167,456501,Johnny Cueto,1.29,0.24
570717,Ramon Flores,1,3,6,0.2,456501,Johnny Cueto,1.29,0.24
431094,Aaron Hill,0,3,7,0.143,456501,Johnny Cueto,1.29,0.24
542340,Jonathan Villar,1,3,8,0.333,456501,Johnny Cueto,1.29,0.24
502026,Jeremy Jeffress,0,0,9,0.0,456501,Johnny Cueto,1.29,0.24
570267,Domingo Santana,1,5,1,0.25,502188,Jeff Samardzija,5.06,0.348
571697,Scooter Gennett,1,5,2,0.4,502188,Jeff Samardzija,5.06,0.348
460075,Ryan Braun,2,4,3,0.333,502188,Jeff Samardzija,5.06,0.348
518960,Jonathan Lucroy,1,4,4,0.273,502188,Jeff Samardzija,5.06,0.348
474892,Chris Carter,1,3,5,0.222,502188,Jeff Samardzija,5.06,0.348
570717,Ramon Flores,0,4,6,0.111,502188,Jeff Samardzija,5.06,0.348
431094,Aaron Hill,1,4,7,0.2,502188,Jeff Samardzija,5.06,0.348
502026,Jeremy Jeffress,0,0,8,0.0,502188,Jeff Samardzija,5.06,0.348
542340,Jonathan Villar,0,4,9,0.25,502188,Jeff Samardzija,5.06,0.348
570267,Domingo Santana,1,4,1,0.25,444857,Scott Feldman,9.0,0.333
571697,Scooter Gennett,1,4,2,0.385,444857,Scott Feldman,9.0,0.333
460075,Ryan Braun,1,4,3,0.333,444857,Scott Feldman,9.0,0.333
518960,Jonathan Lucroy,1,4,4,0.267,444857,Scott Feldman,9.0,0.333
474892,Chris Carter,2,4,5,0.308,444857,Scott Feldman,9.0,0.333
431094,Aaron Hill,0,4,6,0.143,444857,Scott Feldman,9.0,0.333
542340,Jonathan Villar,1,3,7,0.3,444857,Scott Feldman,9.0,0.333
502026,Jeremy Jeffress,0,0,8,0.0,444857,Scott Feldman,9.0,0.333
542979,Keon Broxton,0,3,9,0.0,444857,Scott Feldman,9.0,0.333
570267,Domingo Santana,0,5,1,0.2,450729,Doug Fister,5.4,0.263
571697,Scooter Gennett,2,4,2,0.412,450729,Doug Fister,5.4,0.263
460075,Ryan Braun,0,4,3,0.263,450729,Doug Fister,5.4,0.263
518960,Jonathan Lucroy,1,4,4,0.278,450729,Doug Fister,5.4,0.263
474892,Chris Carter,0,4,5,0.235,450729,Doug Fister,5.4,0.263
543590,Kirk Nieuwenhuis,1,4,6,0.286,450729,Doug Fister,5.4,0.263
595023,Colin Walsh,0,1,7,0.0,450729,Doug Fister,5.4,0.263
592680,Yadiel Rivera,2,3,8,0.667,450729,Doug Fister,5.4,0.263
542340,Jonathan Villar,2,4,9,0.385,450729,Doug Fister,5.4,0.263
570267,Domingo Santana,2,4,1,0.261,572971,Dallas Keuchel,3.55,0.2
542340,Jonathan Villar,0,4,2,0.294,572971,Dallas Keuchel,3.55,0.2
460075,Ryan Braun,0,4,3,0.238,572971,Dallas Keuchel,3.55,0.2
474892,Chris Carter,1,4,4,0.25,572971,Dallas Keuchel,3.55,0.2
431094,Aaron Hill,1,4,5,0.15,572971,Dallas Keuchel,3.55,0.2
455117,Martin Maldonado,0,4,6,0.0,572971,Dallas Keuchel,3.55,0.2
592680,Yadiel Rivera,1,4,7,0.5,572971,Dallas Keuchel,3.55,0.2
543590,Kirk Nieuwenhuis,0,0,8,0.286,572971,Dallas Keuchel,3.55,0.2
502026,Jeremy Jeffress,0,0,9,0.0,572971,Dallas Keuchel,3.55,0.2
570267,Domingo Santana,0,4,1,0.231,608379,Michael Wacha,3.48,0.326
571697,Scooter Gennett,2,4,2,0.409,608379,Michael Wacha,3.48,0.326
543590,Kirk Nieuwenhuis,0,1,3,0.286,608379,Michael Wacha,3.48,0.326
518960,Jonathan Lucroy,1,4,4,0.273,608379,Michael Wacha,3.48,0.326
455117,Martin Maldonado,0,1,5,0.0,608379,Michael Wacha,3.48,0.326
592680,Yadiel Rivera,0,1,6,0.429,608379,Michael Wacha,3.48,0.326
542340,Jonathan Villar,0,3,7,0.25,608379,Michael Wacha,3.48,0.326
595023,Colin Walsh,0,2,8,0.0,608379,Michael Wacha,3.48,0.326
542979,Keon Broxton,0,4,9,0.0,608379,Michael Wacha,3.48,0.326
570267,Domingo Santana,2,5,1,0.258,502190,Mike Leake,6.97,0.333
571697,Scooter Gennett,0,5,2,0.346,502190,Mike Leake,6.97,0.333
460075,Ryan Braun,1,5,3,0.276,502190,Mike Leake,6.97,0.333
518960,Jonathan Lucroy,3,4,4,0.346,502190,Mike Leake,6.97,0.333
474892,Chris Carter,1,4,5,0.259,502190,Mike Leake,6.97,0.333
431094,Aaron Hill,0,1,6,0.125,502190,Mike Leake,6.97,0.333
570717,Ramon Flores,2,4,7,0.214,502190,Mike Leake,6.97,0.333
592680,Yadiel Rivera,0,4,8,0.273,502190,Mike Leake,6.97,0.333
502026,Jeremy Jeffress,0,0,9,0.0,502190,Mike Leake,6.97,0.333
570267,Domingo Santana,1,4,1,0.257,448802,Jaime Garcia,2.4,0.118
571697,Scooter Gennett,0,4,2,0.3,448802,Jaime Garcia,2.4,0.118
460075,Ryan Braun,0,3,3,0.25,448802,Jaime Garcia,2.4,0.118
518960,Jonathan Lucroy,0,3,4,0.31,448802,Jaime Garcia,2.4,0.118
431094,Aaron Hill,0,3,5,0.111,448802,Jaime Garcia,2.4,0.118
455117,Martin Maldonado,0,3,6,0.0,448802,Jaime Garcia,2.4,0.118
592680,Yadiel Rivera,0,3,7,0.214,448802,Jaime Garcia,2.4,0.118
518693,Sam Freeman,0,0,8,0.0,448802,Jaime Garcia,2.4,0.118
542979,Keon Broxton,0,3,9,0.0,448802,Jaime Garcia,2.4,0.118
570267,Domingo Santana,1,6,1,0.25,502046,Jeff Locke,2.53,0.324
542340,Jonathan Villar,3,6,2,0.308,502046,Jeff Locke,2.53,0.324
460075,Ryan Braun,3,5,3,0.297,502046,Jeff Locke,2.53,0.324
518960,Jonathan Lucroy,0,5,4,0.273,502046,Jeff Locke,2.53,0.324
474892,Chris Carter,2,5,5,0.3,502046,Jeff Locke,2.53,0.324
431094,Aaron Hill,2,4,6,0.161,502046,Jeff Locke,2.53,0.324
571697,Scooter Gennett,0,5,7,0.281,502046,Jeff Locke,2.53,0.324
502026,Jeremy Jeffress,0,0,8,0.0,502046,Jeff Locke,2.53,0.324
543590,Kirk Nieuwenhuis,0,2,9,0.25,502046,Jeff Locke,2.53,0.324
570267,Domingo Santana,1,4,1,0.25,477003,Jonathon Niese,3.5,0.197
542340,Jonathan Villar,0,4,2,0.276,477003,Jonathon Niese,3.5,0.197
