game_id,home/away,opp_name,opp_code,result
631664,Away,Boston Red Sox,111,L
631666,Away,Boston Red Sox,111,W
631668,Away,Boston Red Sox,111,W
630495,Home,New York Yankees,147,L
630496,Home,New York Yankees,147,L
630592,Home,Tampa Bay Rays,139,W
630492,Home,Tampa Bay Rays,139,W
630493,Home,Tampa Bay Rays,139,W
630575,Home,Miami Marlins,146,L
630591,Home,Miami Marlins,146,L
631339,Away,Miami Marlins,146,L
631340,Away,Miami Marlins,146,L
630879,Away,Washington Nationals,120,W
630880,Away,Washington Nationals,120,W
630882,Away,Washington Nationals,120,W
631139,Away,Philadelphia Phillies,143,W
631141,Away,Philadelphia Phillies,143,W
631142,Away,Philadelphia Phillies,143,W
630882,Away,Washington Nationals,120,W
631683,Home,Washington Nationals,120,L
630568,Home,Washington Nationals,120,W
631679,Home,Washington Nationals,120,L
631678,Home,Toronto Blue Jays,141,L
631681,Home,Toronto Blue Jays,141,L
631682,Home,Toronto Blue Jays,141,L
631684,Home,Boston Red Sox,111,L
631665,Home,Boston Red Sox,111,L
631667,Home,Boston Red Sox,111,W
631670,Home,Boston Red Sox,111,W
630951,Away,Tampa Bay Rays,139,L
630952,Away,Tampa Bay Rays,139,L
630871,Away,Toronto Blue Jays,141,L
630906,Away,Toronto Blue Jays,141,L
630852,Away,Toronto Blue Jays,141,L
630900,Away,Toronto Blue Jays,141,W
631671,Home,New York Mets,121,W
631673,Home,New York Mets,121,L
631674,Home,New York Yankees,147,L
630497,Home,New York Yankees,147,W
631675,Home,New York Yankees,147,W
631676,Home,New York Yankees,147,W
631211,Away,New York Mets,121,W
631212,Away,New York Mets,121,L
631184,Away,New York Yankees,147,L
631183,Away,New York Yankees,147,L
631185,Away,New York Yankees,147,L
631187,Away,New York Yankees,147,L
631677,Home,Atlanta Braves,144,W
631680,Home,Atlanta Braves,144,L
631659,Home,Atlanta Braves,144,W
631660,Home,Tampa Bay Rays,139,L
630953,Away,Tampa Bay Rays,139,L
631661,Home,Tampa Bay Rays,139,L
631662,Home,Tampa Bay Rays,139,L
631672,Home,Tampa Bay Rays,139,W
631636,Away,Boston Red Sox,111,L
631637,Away,Boston Red Sox,111,L
631640,Away,Boston Red Sox,111,W
630889,Away,Toronto Blue Jays,141,L
630891,Away,Toronto Blue Jays,141,L
630858,Away,Toronto Blue Jays,141,W
