game_id,home/away,opp_name,opp_code,result
529411,Away,Texas Rangers,140,W
529424,Away,Texas Rangers,140,L
529435,Away,Texas Rangers,140,W
529449,Away,Texas Rangers,140,W
529457,Home,Baltimore Orioles,110,W
529471,Home,Baltimore Orioles,110,W
529484,Home,Baltimore Orioles,110,W
529515,Home,San Diego Padres,135,L
529528,Home,San Diego Padres,135,W
529543,Home,San Diego Padres,135,W
529551,Away,Minnesota Twins,142,W
529564,Away,Minnesota Twins,142,L
529578,Away,Minnesota Twins,142,L
529610,Home,Texas Rangers,140,W
529625,Home,Texas Rangers,140,L
529640,Home,Texas Rangers,140,L
529646,Away,Seattle Mariners,136,L
529660,Away,Seattle Mariners,136,W
529675,Away,Seattle Mariners,136,W
529685,Away,Seattle Mariners,136,W
529695,Away,Chicago White Sox,145,W
529710,Away,Chicago White Sox,145,W
529725,Away,Chicago White Sox,145,W
529738,Home,Los Angeles Angels,108,L
529750,Home,Los Angeles Angels,108,L
529765,Home,Los Angeles Angels,108,W
529795,Home,Oakland Athletics,133,L
529810,Home,Oakland Athletics,133,W
529825,Home,Oakland Athletics,133,W
529834,Home,New York Yankees,147,W
529848,Home,New York Yankees,147,L
529863,Home,New York Yankees,147,L
529877,Home,New York Yankees,147,L
529886,Away,Arizona Diamondbacks,109,W
529901,Away,Arizona Diamondbacks,109,L
529917,Away,Arizona Diamondbacks,109,L
529927,Away,Oakland Athletics,133,W
529938,Away,Oakland Athletics,133,W
529953,Away,Oakland Athletics,133,W
529985,Home,Texas Rangers,140,L
530000,Home,Texas Rangers,140,W
530015,Home,Texas Rangers,140,W
530020,Away,Los Angeles Angels,108,L
530029,Away,Los Angeles Angels,108,W
530043,Away,Los Angeles Angels,108,W
530065,Home,Cleveland Indians,114,W
530080,Home,Cleveland Indians,114,L
530095,Home,Cleveland Indians,114,W
530129,Home,San Francisco Giants,137,W
530144,Home,San Francisco Giants,137,W
530148,Away,Cleveland Indians,114,W
530159,Away,Cleveland Indians,114,W
530174,Away,Cleveland Indians,114,L
530189,Away,Cleveland Indians,114,L
530202,Away,New York Yankees,147,W
530217,Away,New York Yankees,147,L
530232,Away,New York Yankees,147,L
530244,Home,Boston Red Sox,111,W
530255,Home,Boston Red Sox,111,W
530270,Home,Boston Red Sox,111,L
530285,Home,Boston Red Sox,111,L
530316,Home,Seattle Mariners,136,L
530331,Home,Seattle Mariners,136,W
530337,Away,Texas Rangers,140,W
530348,Away,Texas Rangers,140,W
530363,Away,Texas Rangers,140,W
530378,Away,Texas Rangers,140,W
530401,Away,Oakland Athletics,133,W
530416,Away,Oakland Athletics,133,W
530429,Away,Oakland Athletics,133,W
530440,Away,Kansas City Royals,118,W
530455,Away,Kansas City Royals,118,W
530470,Away,Kansas City Royals,118,W
530487,Home,Tampa Bay Rays,139,W
530502,Home,Tampa Bay Rays,139,L
530516,Home,Tampa Bay Rays,139,W
530532,Home,Kansas City Royals,118,L
530547,Home,Kansas City Royals,118,W
530562,Home,Kansas City Royals,118,W
530582,Home,Toronto Blue Jays,141,L
530597,Home,Toronto Blue Jays,141,W
530612,Home,Toronto Blue Jays,141,W
530616,Away,Tampa Bay Rays,139,W
530629,Away,Tampa Bay Rays,139,L
530644,Away,Tampa Bay Rays,139,L
530659,Away,Tampa Bay Rays,139,L
530684,Away,Texas Rangers,140,W
530699,Away,Texas Rangers,140,W
530710,Home,Chicago White Sox,145,W
530719,Home,Chicago White Sox,145,W
530734,Home,Chicago White Sox,145,W
530749,Home,Chicago White Sox,145,W
530768,Home,Oakland Athletics,133,L
530780,Home,Oakland Athletics,133,W
530795,Home,Oakland Athletics,133,L
530806,Home,Oakland Athletics,133,L
530814,Home,Detroit Tigers,116,W
530829,Home,Detroit Tigers,116,W
530844,Home,Detroit Tigers,116,L
530864,Away,Los Angeles Angels,108,W
530879,Away,Los Angeles Angels,108,W
530894,Away,Los Angeles Angels,108,L
530921,Away,Colorado Rockies,115,W
530935,Away,Colorado Rockies,115,L
530968,Home,Texas Rangers,140,L
530983,Home,Texas Rangers,140,L
530998,Home,Texas Rangers,140,L
531003,Away,Seattle Mariners,136,L
531015,Away,Seattle Mariners,136,W
531030,Away,Seattle Mariners,136,W
531055,Away,Los Angeles Dodgers,119,W
531070,Away,Los Angeles Dodgers,119,W
531085,Away,Los Angeles Dodgers,119,L
531097,Away,San Francisco Giants,137,W
531110,Away,San Francisco Giants,137,W
531140,Home,Seattle Mariners,136,L
531152,Home,Seattle Mariners,136,L
531167,Home,Seattle Mariners,136,L
