batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
621446,Lewis Brinson,0,4,1,0.0,607536,Kyle Freeland,1.29,0.083
605119,Brian Anderson,0,4,2,0.0,607536,Kyle Freeland,1.29,0.083
516770,Starlin Castro,1,4,3,0.25,607536,Kyle Freeland,1.29,0.083
643265,Garrett Cooper,0,4,4,0.0,607536,Kyle Freeland,1.29,0.083
445988,Martin Prado,0,4,5,0.0,607536,Kyle Freeland,1.29,0.083
595751,Jorge Alfaro,1,3,6,0.333,607536,Kyle Freeland,1.29,0.083
500743,Miguel Rojas,0,4,7,0.0,607536,Kyle Freeland,1.29,0.083
594011,Rosell Herrera,0,3,8,0.0,607536,Kyle Freeland,1.29,0.083
641755,Tyler Kinley,0,0,9,0.0,607536,Kyle Freeland,1.29,0.083
434158,Curtis Granderson,1,4,1,0.5,608566,German Marquez,1.5,0.111
605119,Brian Anderson,0,4,2,0.0,608566,German Marquez,1.5,0.111
435522,Neil Walker,0,3,3,0.25,608566,German Marquez,1.5,0.111
445988,Martin Prado,0,1,4,0.0,608566,German Marquez,1.5,0.111
500743,Miguel Rojas,0,1,5,0.0,608566,German Marquez,1.5,0.111
595375,JT Riddle,0,3,6,0.25,608566,German Marquez,1.5,0.111
595751,Jorge Alfaro,0,3,7,0.167,608566,German Marquez,1.5,0.111
621446,Lewis Brinson,0,3,8,0.0,608566,German Marquez,1.5,0.111
594011,Rosell Herrera,1,2,9,0.2,608566,German Marquez,1.5,0.111
500743,Miguel Rojas,3,5,1,0.333,542881,Tyler Anderson,9.0,0.391
594011,Rosell Herrera,2,5,2,0.3,542881,Tyler Anderson,9.0,0.391
605119,Brian Anderson,1,5,3,0.083,542881,Tyler Anderson,9.0,0.391
516770,Starlin Castro,1,5,4,0.167,542881,Tyler Anderson,9.0,0.391
621446,Lewis Brinson,2,4,5,0.182,542881,Tyler Anderson,9.0,0.391
595375,JT Riddle,0,0,6,0.25,542881,Tyler Anderson,9.0,0.391
434158,Curtis Granderson,1,3,7,0.4,542881,Tyler Anderson,9.0,0.391
595453,Chad Wallach,2,4,8,0.667,542881,Tyler Anderson,9.0,0.391
608716,Drew Steckenrider,0,0,9,0.0,542881,Tyler Anderson,9.0,0.391
