batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
593160,Whit Merrifield,1,4,1,0.333,607074,Carlos Rodon,3.38,0.15
609275,Adalberto Mondesi,2,4,2,0.5,607074,Carlos Rodon,3.38,0.15
460086,Alex Gordon,0,2,3,0.0,607074,Carlos Rodon,3.38,0.15
624585,Jorge Soler,2,4,4,0.5,607074,Carlos Rodon,3.38,0.15
643524,Frank Schwindel,0,4,5,0.0,607074,Carlos Rodon,3.38,0.15
572008,Chris Owings,0,4,6,0.0,607074,Carlos Rodon,3.38,0.15
641531,Hunter Dozier,0,4,7,0.0,607074,Carlos Rodon,3.38,0.15
455117,Martin Maldonado,0,4,8,0.0,607074,Carlos Rodon,3.38,0.15
571740,Billy Hamilton,0,4,9,0.0,607074,Carlos Rodon,3.38,0.15
593160,Whit Merrifield,1,5,1,0.25,625643,Reynaldo Lopez,9.0,0.353
609275,Adalberto Mondesi,1,4,2,0.375,625643,Reynaldo Lopez,9.0,0.353
460086,Alex Gordon,0,4,3,0.0,625643,Reynaldo Lopez,9.0,0.353
624585,Jorge Soler,3,4,4,0.714,625643,Reynaldo Lopez,9.0,0.353
656811,Ryan O'Hearn,1,4,5,0.25,625643,Reynaldo Lopez,9.0,0.353
572008,Chris Owings,0,4,6,0.0,625643,Reynaldo Lopez,9.0,0.353
641531,Hunter Dozier,0,4,7,0.0,625643,Reynaldo Lopez,9.0,0.353
455117,Martin Maldonado,1,4,8,0.125,625643,Reynaldo Lopez,9.0,0.353
571740,Billy Hamilton,3,4,9,0.375,625643,Reynaldo Lopez,9.0,0.353
593160,Whit Merrifield,1,4,1,0.273,608337,Lucas Giolito,2.7,0.13
609275,Adalberto Mondesi,1,4,2,0.333,608337,Lucas Giolito,2.7,0.13
460086,Alex Gordon,1,4,3,0.125,608337,Lucas Giolito,2.7,0.13
624585,Jorge Soler,0,4,4,0.455,608337,Lucas Giolito,2.7,0.13
656811,Ryan O'Hearn,1,4,5,0.25,608337,Lucas Giolito,2.7,0.13
446263,Lucas Duda,1,4,6,0.25,608337,Lucas Giolito,2.7,0.13
572008,Chris Owings,0,4,7,0.0,608337,Lucas Giolito,2.7,0.13
455117,Martin Maldonado,1,3,8,0.182,608337,Lucas Giolito,2.7,0.13
571740,Billy Hamilton,0,3,9,0.273,608337,Lucas Giolito,2.7,0.13
593160,Whit Merrifield,1,5,1,0.25,621244,Jose Berrios,1.84,0.176
609275,Adalberto Mondesi,3,5,2,0.412,621244,Jose Berrios,1.84,0.176
460086,Alex Gordon,0,4,3,0.091,621244,Jose Berrios,1.84,0.176
624585,Jorge Soler,0,5,4,0.313,621244,Jose Berrios,1.84,0.176
643524,Frank Schwindel,0,1,5,0.0,621244,Jose Berrios,1.84,0.176
572008,Chris Owings,1,4,6,0.071,621244,Jose Berrios,1.84,0.176
605253,Terrance Gore,0,0,7,0.0,621244,Jose Berrios,1.84,0.176
455117,Martin Maldonado,3,4,8,0.333,621244,Jose Berrios,1.84,0.176
571740,Billy Hamilton,0,4,9,0.2,621244,Jose Berrios,1.84,0.176
593160,Whit Merrifield,1,5,1,0.238,502043,Kyle Gibson,9.64,0.364
609275,Adalberto Mondesi,2,5,2,0.409,502043,Kyle Gibson,9.64,0.364
460086,Alex Gordon,2,5,3,0.2,502043,Kyle Gibson,9.64,0.364
624585,Jorge Soler,0,4,4,0.263,502043,Kyle Gibson,9.64,0.364
656811,Ryan O'Hearn,2,4,5,0.333,502043,Kyle Gibson,9.64,0.364
572008,Chris Owings,1,4,6,0.111,502043,Kyle Gibson,9.64,0.364
641531,Hunter Dozier,0,4,7,0.077,502043,Kyle Gibson,9.64,0.364
595956,Cam Gallagher,0,0,8,0.0,502043,Kyle Gibson,9.64,0.364
571740,Billy Hamilton,0,4,9,0.167,502043,Kyle Gibson,9.64,0.364
593160,Whit Merrifield,2,5,1,0.269,605513,Spencer Turnbull,4.09,0.244
