game_id,home/away,opp_name,opp_code,result
566864,Away,Toronto Blue Jays,141,W
566865,Away,Toronto Blue Jays,141,L
566866,Away,Toronto Blue Jays,141,L
566867,Away,Toronto Blue Jays,141,W
567459,Away,New York Yankees,147,L
567460,Away,New York Yankees,147,W
567461,Away,New York Yankees,147,W
565510,Home,Kansas City Royals,118,W
565511,Home,Kansas City Royals,118,W
565512,Home,Kansas City Royals,118,W
565513,Home,Cleveland Indians,114,L
565514,Home,Cleveland Indians,114,W
565515,Home,Cleveland Indians,114,L
566966,Away,Minnesota Twins,142,L
566967,Away,Minnesota Twins,142,L
565516,Home,Pittsburgh Pirates,134,L
565517,Home,Pittsburgh Pirates,134,L
565518,Home,Chicago White Sox,145,W
565519,Home,Chicago White Sox,145,L
565521,Home,Chicago White Sox,145,W
565033,Away,Boston Red Sox,111,W
565034,Away,Boston Red Sox,111,W
565035,Away,Boston Red Sox,111,L
565036,Away,Boston Red Sox,111,L
567272,Away,Chicago White Sox,145,L
567274,Away,Chicago White Sox,145,L
567075,Away,Philadelphia Phillies,143,W
567076,Away,Philadelphia Phillies,143,L
565522,Home,Kansas City Royals,118,W
565523,Home,Kansas City Royals,118,L
565524,Home,Kansas City Royals,118,W
565525,Home,Los Angeles Angels,108,L
565526,Home,Los Angeles Angels,108,W
565527,Home,Los Angeles Angels,108,L
566979,Away,Minnesota Twins,142,L
566980,Away,Minnesota Twins,142,W
566965,Away,Minnesota Twins,142,L
566981,Away,Minnesota Twins,142,W
565528,Home,Houston Astros,117,L
565529,Home,Houston Astros,117,L
565530,Home,Houston Astros,117,L
565531,Home,Oakland Athletics,133,L
565532,Home,Oakland Athletics,133,L
565533,Home,Oakland Athletics,133,L
565534,Home,Oakland Athletics,133,L
565535,Home,Miami Marlins,146,L
565536,Home,Miami Marlins,146,L
565537,Home,Miami Marlins,146,L
566012,Away,New York Mets,121,W
566013,Away,New York Mets,121,L
566014,Away,New York Mets,121,L
564956,Away,Baltimore Orioles,110,L
564957,Away,Baltimore Orioles,110,W
564958,Away,Baltimore Orioles,110,W
567190,Away,Atlanta Braves,144,W
567191,Away,Atlanta Braves,144,L
567192,Away,Atlanta Braves,144,L
565538,Home,Tampa Bay Rays,139,W
565539,Home,Tampa Bay Rays,139,L
565540,Home,Tampa Bay Rays,139,L
565541,Home,Minnesota Twins,142,L
565542,Home,Minnesota Twins,142,W
565543,Home,Minnesota Twins,142,L
565736,Away,Kansas City Royals,118,L
565737,Away,Kansas City Royals,118,W
565738,Away,Kansas City Royals,118,L
565544,Home,Cleveland Indians,114,L
565545,Home,Cleveland Indians,114,L
565546,Home,Cleveland Indians,114,L
566211,Away,Pittsburgh Pirates,134,W
566212,Away,Pittsburgh Pirates,134,L
565353,Away,Cleveland Indians,114,L
565354,Away,Cleveland Indians,114,L
565355,Away,Cleveland Indians,114,L
565547,Home,Texas Rangers,140,L
565548,Home,Texas Rangers,140,L
565549,Home,Texas Rangers,140,L
565550,Home,Washington Nationals,120,L
565551,Home,Washington Nationals,120,W
565552,Home,Washington Nationals,120,L
567273,Away,Chicago White Sox,145,L
567305,Away,Chicago White Sox,145,L
567306,Away,Chicago White Sox,145,W
565553,Home,Boston Red Sox,111,L
565554,Home,Boston Red Sox,111,L
565555,Home,Boston Red Sox,111,L
565746,Away,Kansas City Royals,118,L
565747,Away,Kansas City Royals,118,L
565748,Away,Kansas City Royals,118,W
565362,Away,Cleveland Indians,114,L
565363,Away,Cleveland Indians,114,L
565364,Away,Cleveland Indians,114,L
565365,Away,Cleveland Indians,114,L
565556,Home,Toronto Blue Jays,141,L
565557,Home,Toronto Blue Jays,141,L
565558,Home,Toronto Blue Jays,141,W
565559,Home,Philadelphia Phillies,143,L
565560,Home,Philadelphia Phillies,143,L
566426,Away,Seattle Mariners,136,L
566427,Away,Seattle Mariners,136,L
566428,Away,Seattle Mariners,136,L
566429,Away,Seattle Mariners,136,L
564788,Away,Los Angeles Angels,108,W
564789,Away,Los Angeles Angels,108,L
564790,Away,Los Angeles Angels,108,W
566818,Away,Texas Rangers,140,L
566824,Away,Texas Rangers,140,L
566825,Away,Texas Rangers,140,L
565561,Home,Chicago White Sox,145,L
565520,Home,Chicago White Sox,145,L
565562,Home,Chicago White Sox,145,W
565563,Home,Chicago White Sox,145,L
565564,Home,Kansas City Royals,118,W
565565,Home,Kansas City Royals,118,W
565566,Home,Kansas City Royals,118,L
565567,Home,Kansas City Royals,118,L
565568,Home,Seattle Mariners,136,L
565569,Home,Seattle Mariners,136,W
565570,Home,Seattle Mariners,136,L
566723,Away,Tampa Bay Rays,139,W
566724,Away,Tampa Bay Rays,139,L
566725,Away,Tampa Bay Rays,139,L
565664,Away,Houston Astros,117,L
565665,Away,Houston Astros,117,L
565666,Away,Houston Astros,117,W
565667,Away,Houston Astros,117,L
567027,Away,Minnesota Twins,142,W
567028,Away,Minnesota Twins,142,L
567029,Away,Minnesota Twins,142,L
565571,Home,Cleveland Indians,114,L
565572,Home,Cleveland Indians,114,L
565573,Home,Cleveland Indians,114,L
565574,Home,Minnesota Twins,142,L
565575,Home,Minnesota Twins,142,W
565576,Home,Minnesota Twins,142,L
565577,Home,Minnesota Twins,142,L
565772,Away,Kansas City Royals,118,L
565773,Away,Kansas City Royals,118,L
565774,Away,Kansas City Royals,118,W
