,game_id,home/away,opp_name,opp_code,result
0,565799,Home,Arizona Diamondbacks,109,W
1,565800,Home,Arizona Diamondbacks,109,L
2,565801,Home,Arizona Diamondbacks,109,W
3,565802,Home,Arizona Diamondbacks,109,W
4,565803,Home,San Francisco Giants,137,L
5,565804,Home,San Francisco Giants,137,W
6,565805,Home,San Francisco Giants,137,W
7,565413,Away,Colorado Rockies,115,W
8,565414,Away,Colorado Rockies,115,W
9,565415,Away,Colorado Rockies,115,W
10,566570,Away,St. Louis Cardinals,138,L
11,566571,Away,St. Louis Cardinals,138,L
12,566572,Away,St. Louis Cardinals,138,L
13,566573,Away,St. Louis Cardinals,138,L
14,565806,Home,Milwaukee Brewers,158,L
15,565807,Home,Milwaukee Brewers,158,L
16,565808,Home,Milwaukee Brewers,158,W
17,565809,Home,Cincinnati Reds,113,W
18,565810,Home,Cincinnati Reds,113,W
19,565811,Home,Cincinnati Reds,113,W
20,567562,Away,Milwaukee Brewers,158,W
21,567563,Away,Milwaukee Brewers,158,W
22,567564,Away,Milwaukee Brewers,158,L
23,567565,Away,Milwaukee Brewers,158,W
24,565133,Away,Chicago Cubs,112,L
25,565134,Away,Chicago Cubs,112,L
26,565135,Away,Chicago Cubs,112,W
27,565812,Home,Pittsburgh Pirates,134,W
28,565813,Home,Pittsburgh Pirates,134,W
29,565814,Home,Pittsburgh Pirates,134,W
30,566484,Away,San Francisco Giants,137,L
31,566485,Away,San Francisco Giants,137,W
32,566486,Away,San Francisco Giants,137,L
33,566290,Away,San Diego Padres,135,W
34,566291,Away,San Diego Padres,135,W
35,566292,Away,San Diego Padres,135,L
36,565815,Home,Atlanta Braves,144,W
37,565816,Home,Atlanta Braves,144,W
38,565817,Home,Atlanta Braves,144,W
39,565818,Home,Washington Nationals,120,L
40,565819,Home,Washington Nationals,120,W
41,565820,Home,Washington Nationals,120,L
42,565821,Home,Washington Nationals,120,W
43,565822,Home,San Diego Padres,135,W
44,565823,Home,San Diego Padres,135,W
45,565241,Away,Cincinnati Reds,113,W
46,565242,Away,Cincinnati Reds,113,L
47,565243,Away,Cincinnati Reds,113,W
48,566686,Away,Tampa Bay Rays,139,W
49,566687,Away,Tampa Bay Rays,139,L
50,566201,Away,Pittsburgh Pirates,134,W
51,566202,Away,Pittsburgh Pirates,134,W
52,566203,Away,Pittsburgh Pirates,134,W
53,565824,Home,New York Mets,121,W
54,565825,Home,New York Mets,121,L
55,565826,Home,New York Mets,121,W
56,565827,Home,New York Mets,121,W
57,565828,Home,Philadelphia Phillies,143,W
58,565829,Home,Philadelphia Phillies,143,W
59,565830,Home,Philadelphia Phillies,143,W
60,564860,Away,Arizona Diamondbacks,109,W
61,564861,Away,Arizona Diamondbacks,109,W
62,564862,Away,Arizona Diamondbacks,109,L
63,566499,Away,San Francisco Giants,137,L
64,566500,Away,San Francisco Giants,137,W
65,566501,Away,San Francisco Giants,137,W
66,564769,Away,Los Angeles Angels,108,L
67,564770,Away,Los Angeles Angels,108,L
68,565831,Home,Chicago Cubs,112,W
69,565832,Home,Chicago Cubs,112,W
70,565833,Home,Chicago Cubs,112,L
71,565834,Home,Chicago Cubs,112,W
72,565835,Home,San Francisco Giants,137,L
73,565836,Home,San Francisco Giants,137,W
74,565837,Home,San Francisco Giants,137,W
75,565838,Home,San Francisco Giants,137,W
76,565839,Home,Colorado Rockies,115,W
77,565840,Home,Colorado Rockies,115,W
78,565841,Home,Colorado Rockies,115,W
79,564869,Away,Arizona Diamondbacks,109,L
80,564870,Away,Arizona Diamondbacks,109,W
81,564871,Away,Arizona Diamondbacks,109,L
82,565452,Away,Colorado Rockies,115,W
83,565453,Away,Colorado Rockies,115,L
84,565454,Away,Colorado Rockies,115,L
85,565455,Away,Colorado Rockies,115,W
86,565842,Home,Arizona Diamondbacks,109,W
87,565843,Home,Arizona Diamondbacks,109,W
88,565844,Home,San Diego Padres,135,W
89,565845,Home,San Diego Padres,135,L
90,565846,Home,San Diego Padres,135,L
91,565847,Home,San Diego Padres,135,L
