batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
656941,Kyle Schwarber,2,3,1,0.667,593372,Carlos Martinez,0.0,0.222
592178,Kris Bryant,0,4,2,0.0,593372,Carlos Martinez,0.0,0.222
519203,Anthony Rizzo,1,4,3,0.25,593372,Carlos Martinez,0.0,0.222
450314,Ben Zobrist,0,3,4,0.0,593372,Carlos Martinez,0.0,0.222
608365,Addison Russell,1,4,5,0.25,593372,Carlos Martinez,0.0,0.222
518792,Jason Heyward,1,4,6,0.25,593372,Carlos Martinez,0.0,0.222
575929,Willson Contreras,2,4,7,0.5,593372,Carlos Martinez,0.0,0.222
543557,Mike Montgomery,0,0,8,0.0,593372,Carlos Martinez,0.0,0.222
595879,Javier Baez,1,4,9,0.25,593372,Carlos Martinez,0.0,0.222
451584,Wade Davis,0,0,1,0.0,425794,Adam Wainwright,3.6,0.167
592178,Kris Bryant,0,5,2,0.0,425794,Adam Wainwright,3.6,0.167
519203,Anthony Rizzo,0,3,3,0.143,425794,Adam Wainwright,3.6,0.167
608365,Addison Russell,1,4,4,0.25,425794,Adam Wainwright,3.6,0.167
575929,Willson Contreras,1,4,5,0.429,425794,Adam Wainwright,3.6,0.167
518792,Jason Heyward,1,4,6,0.25,425794,Adam Wainwright,3.6,0.167
595879,Javier Baez,0,3,7,0.143,425794,Adam Wainwright,3.6,0.167
450314,Ben Zobrist,0,1,8,0.0,425794,Adam Wainwright,3.6,0.167
546991,Albert Almora Jr.,1,3,9,0.333,425794,Adam Wainwright,3.6,0.167
451584,Wade Davis,0,0,1,0.0,458681,Lance Lynn,3.38,0.238
592178,Kris Bryant,0,5,2,0.0,458681,Lance Lynn,3.38,0.238
519203,Anthony Rizzo,2,5,3,0.25,458681,Lance Lynn,3.38,0.238
450314,Ben Zobrist,1,5,4,0.125,458681,Lance Lynn,3.38,0.238
608365,Addison Russell,0,5,5,0.154,458681,Lance Lynn,3.38,0.238
518792,Jason Heyward,2,4,6,0.333,458681,Lance Lynn,3.38,0.238
471083,Miguel Montero,0,4,7,0.0,458681,Lance Lynn,3.38,0.238
595879,Javier Baez,0,1,8,0.125,458681,Lance Lynn,3.38,0.238
445055,Jon Jay,2,4,9,0.5,458681,Lance Lynn,3.38,0.238
656941,Kyle Schwarber,0,5,1,0.2,519076,Jimmy Nelson,1.5,0.182
592178,Kris Bryant,1,4,2,0.063,519076,Jimmy Nelson,1.5,0.182
519203,Anthony Rizzo,0,5,3,0.2,519076,Jimmy Nelson,1.5,0.182
450314,Ben Zobrist,1,5,4,0.167,519076,Jimmy Nelson,1.5,0.182
608365,Addison Russell,1,5,5,0.167,519076,Jimmy Nelson,1.5,0.182
518792,Jason Heyward,1,5,6,0.313,519076,Jimmy Nelson,1.5,0.182
575929,Willson Contreras,1,5,7,0.333,519076,Jimmy Nelson,1.5,0.182
543557,Mike Montgomery,0,0,8,0.0,519076,Jimmy Nelson,1.5,0.182
445055,Jon Jay,1,2,9,0.5,519076,Jimmy Nelson,1.5,0.182
656941,Kyle Schwarber,1,6,1,0.19,543548,Tommy Milone,9.0,0.414
592178,Kris Bryant,3,6,2,0.182,543548,Tommy Milone,9.0,0.414
519203,Anthony Rizzo,1,6,3,0.2,543548,Tommy Milone,9.0,0.414
450314,Ben Zobrist,1,6,4,0.188,543548,Tommy Milone,9.0,0.414
608365,Addison Russell,3,5,5,0.273,543548,Tommy Milone,9.0,0.414
575929,Willson Contreras,1,5,6,0.294,543548,Tommy Milone,9.0,0.414
595879,Javier Baez,2,5,7,0.214,543548,Tommy Milone,9.0,0.414
518748,Justin Grimm,0,0,8,0.0,543548,Tommy Milone,9.0,0.414
546991,Albert Almora Jr.,3,5,9,0.571,543548,Tommy Milone,9.0,0.414
546991,Albert Almora Jr.,0,0,1,0.571,605200,Zach Davies,10.61,0.381
592178,Kris Bryant,3,5,2,0.269,605200,Zach Davies,10.61,0.381
519203,Anthony Rizzo,0,5,3,0.16,605200,Zach Davies,10.61,0.381
451584,Wade Davis,0,0,4,0.0,605200,Zach Davies,10.61,0.381
608365,Addison Russell,2,5,5,0.296,605200,Zach Davies,10.61,0.381
518792,Jason Heyward,2,5,6,0.333,605200,Zach Davies,10.61,0.381
471083,Miguel Montero,0,4,7,0.0,605200,Zach Davies,10.61,0.381
595879,Javier Baez,0,0,8,0.214,605200,Zach Davies,10.61,0.381
445055,Jon Jay,1,4,9,0.364,605200,Zach Davies,10.61,0.381
600303,Tommy La Stella,0,1,1,0.0,622072,Alex Wood,1.59,0.15
592178,Kris Bryant,1,5,2,0.267,622072,Alex Wood,1.59,0.15
519203,Anthony Rizzo,1,5,3,0.172,622072,Alex Wood,1.59,0.15
450314,Ben Zobrist,0,4,4,0.174,622072,Alex Wood,1.59,0.15
608365,Addison Russell,1,4,5,0.29,622072,Alex Wood,1.59,0.15
575929,Willson Contreras,1,4,6,0.286,622072,Alex Wood,1.59,0.15
