batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
467793,Carlos Santana,2,5,1,0.5,506433,Yu Darvish,5.68,0.19
596019,Francisco Lindor,0,4,2,0.0,506433,Yu Darvish,5.68,0.19
488726,Michael Brantley,1,5,3,0.2,506433,Yu Darvish,5.68,0.19
429665,Edwin Encarnacion,2,5,4,0.4,506433,Yu Darvish,5.68,0.19
608070,Jose Ramirez,1,4,5,0.333,506433,Yu Darvish,5.68,0.19
543228,Yan Gomes,0,4,6,0.0,506433,Yu Darvish,5.68,0.19
571980,Tyler Naquin,1,4,7,0.25,506433,Yu Darvish,5.68,0.19
492841,Michael Martinez,0,0,8,0.0,506433,Yu Darvish,5.68,0.19
501659,Abraham Almonte,1,4,9,0.5,506433,Yu Darvish,5.68,0.19
467793,Carlos Santana,2,5,1,0.5,527048,Martin Perez,4.5,0.286
596019,Francisco Lindor,0,4,2,0.0,527048,Martin Perez,4.5,0.286
488726,Michael Brantley,2,4,3,0.333,527048,Martin Perez,4.5,0.286
429665,Edwin Encarnacion,0,4,4,0.25,527048,Martin Perez,4.5,0.286
608070,Jose Ramirez,0,4,5,0.167,527048,Martin Perez,4.5,0.286
501659,Abraham Almonte,0,1,6,0.333,527048,Martin Perez,4.5,0.286
492841,Michael Martinez,0,0,7,0.0,527048,Martin Perez,4.5,0.286
543228,Yan Gomes,0,4,8,0.0,527048,Martin Perez,4.5,0.286
457706,Austin Jackson,2,4,9,0.5,527048,Martin Perez,4.5,0.286
467793,Carlos Santana,1,5,1,0.417,430935,Cole Hamels,4.5,0.238
596019,Francisco Lindor,3,5,2,0.3,430935,Cole Hamels,4.5,0.238
488726,Michael Brantley,0,2,3,0.273,430935,Cole Hamels,4.5,0.238
429665,Edwin Encarnacion,0,5,4,0.167,430935,Cole Hamels,4.5,0.238
608070,Jose Ramirez,1,4,5,0.2,430935,Cole Hamels,4.5,0.238
650490,Yandy Diaz,2,4,6,0.25,430935,Cole Hamels,4.5,0.238
571980,Tyler Naquin,1,2,7,0.333,430935,Cole Hamels,4.5,0.238
543228,Yan Gomes,0,1,8,0.0,430935,Cole Hamels,4.5,0.238
501659,Abraham Almonte,0,4,9,0.167,430935,Cole Hamels,4.5,0.238
467793,Carlos Santana,1,5,1,0.353,571946,Shelby Miller,5.06,0.227
596019,Francisco Lindor,1,5,2,0.267,571946,Shelby Miller,5.06,0.227
488726,Michael Brantley,0,4,3,0.214,571946,Shelby Miller,5.06,0.227
