batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
592808,Andrew Toles,2,5,1,0.4,468504,Jhoulys Chacin,24.3,0.471
501822,Chris Hatcher,0,0,2,0.0,468504,Jhoulys Chacin,24.3,0.471
457759,Justin Turner,3,5,3,0.6,468504,Jhoulys Chacin,24.3,0.471
475100,Scott Van Slyke,0,1,4,0.0,468504,Jhoulys Chacin,24.3,0.471
523253,Logan Forsythe,1,3,5,0.333,468504,Jhoulys Chacin,24.3,0.471
429711,Franklin Gutierrez,0,1,6,0.0,468504,Jhoulys Chacin,24.3,0.471
518735,Yasmani Grandal,2,5,7,0.4,468504,Jhoulys Chacin,24.3,0.471
624577,Yasiel Puig,1,5,8,0.333,468504,Jhoulys Chacin,24.3,0.471
571771,Enrique Hernandez,0,0,9,0.0,468504,Jhoulys Chacin,24.3,0.471
523253,Logan Forsythe,2,4,1,0.5,453385,Clayton Richard,0.0,0.2
608369,Corey Seager,0,4,2,0.222,453385,Clayton Richard,0.0,0.2
457759,Justin Turner,1,4,3,0.444,453385,Clayton Richard,0.0,0.2
429711,Franklin Gutierrez,1,3,4,0.25,453385,Clayton Richard,0.0,0.2
624577,Yasiel Puig,0,3,5,0.167,453385,Clayton Richard,0.0,0.2
408236,Adrian Gonzalez,1,3,6,0.4,453385,Clayton Richard,0.0,0.2
518735,Yasmani Grandal,0,3,7,0.25,453385,Clayton Richard,0.0,0.2
571771,Enrique Hernandez,0,3,8,0.0,453385,Clayton Richard,0.0,0.2
594795,Grant Dayton,0,0,9,0.0,453385,Clayton Richard,0.0,0.2
475100,Scott Van Slyke,0,1,1,0.0,502239,Trevor Cahill,3.18,0.227
608369,Corey Seager,1,4,2,0.231,502239,Trevor Cahill,3.18,0.227
457759,Justin Turner,2,4,3,0.462,502239,Trevor Cahill,3.18,0.227
408236,Adrian Gonzalez,1,4,4,0.375,502239,Trevor Cahill,3.18,0.227
523253,Logan Forsythe,0,4,5,0.3,502239,Trevor Cahill,3.18,0.227
592626,Joc Pederson,0,4,6,0.167,502239,Trevor Cahill,3.18,0.227
518735,Yasmani Grandal,0,4,7,0.167,502239,Trevor Cahill,3.18,0.227
624577,Yasiel Puig,2,3,8,0.333,502239,Trevor Cahill,3.18,0.227
445276,Kenley Jansen,0,0,9,0.0,502239,Trevor Cahill,3.18,0.227
592808,Andrew Toles,0,5,1,0.182,450308,Jered Weaver,7.2,0.25
608369,Corey Seager,2,5,2,0.313,450308,Jered Weaver,7.2,0.25
523253,Logan Forsythe,0,5,3,0.214,450308,Jered Weaver,7.2,0.25
408236,Adrian Gonzalez,1,5,4,0.333,450308,Jered Weaver,7.2,0.25
501822,Chris Hatcher,0,0,5,0.0,450308,Jered Weaver,7.2,0.25
