batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
502226,Craig Gentry,0,0,1,0.0,462136,Marco Estrada,3.0,0.227
430945,Adam Jones,1,5,2,0.25,462136,Marco Estrada,3.0,0.227
592518,Manny Machado,1,5,3,0.25,462136,Marco Estrada,3.0,0.227
448801,Chris Davis,1,5,4,0.2,462136,Marco Estrada,3.0,0.227
444432,Mark Trumbo,2,5,5,0.4,462136,Marco Estrada,3.0,0.227
456078,Welington Castillo,2,4,6,0.5,462136,Marco Estrada,3.0,0.227
572073,Joey Rickard,0,1,7,0.0,462136,Marco Estrada,3.0,0.227
570731,Jonathan Schoop,0,4,8,0.0,462136,Marco Estrada,3.0,0.227
429666,J.J. Hardy,0,4,9,0.0,462136,Marco Estrada,3.0,0.227
572073,Joey Rickard,0,4,1,0.0,457918,J.A. Happ,3.86,0.192
430945,Adam Jones,1,4,2,0.25,457918,J.A. Happ,3.86,0.192
592518,Manny Machado,1,3,3,0.286,457918,J.A. Happ,3.86,0.192
444432,Mark Trumbo,0,3,4,0.25,457918,J.A. Happ,3.86,0.192
448801,Chris Davis,1,3,5,0.25,457918,J.A. Happ,3.86,0.192
502226,Craig Gentry,0,0,6,0.0,457918,J.A. Happ,3.86,0.192
456078,Welington Castillo,1,3,7,0.429,457918,J.A. Happ,3.86,0.192
570731,Jonathan Schoop,1,3,8,0.143,457918,J.A. Happ,3.86,0.192
429666,J.J. Hardy,0,3,9,0.0,457918,J.A. Happ,3.86,0.192
502226,Craig Gentry,0,0,1,0.0,622663,Luis Severino,7.2,0.286
430945,Adam Jones,1,4,2,0.273,622663,Luis Severino,7.2,0.286
592518,Manny Machado,1,4,3,0.273,622663,Luis Severino,7.2,0.286
448801,Chris Davis,1,4,4,0.25,622663,Luis Severino,7.2,0.286
444432,Mark Trumbo,0,4,5,0.167,622663,Luis Severino,7.2,0.286
456078,Welington Castillo,0,4,6,0.273,622663,Luis Severino,7.2,0.286
572073,Joey Rickard,0,1,7,0.0,622663,Luis Severino,7.2,0.286
570731,Jonathan Schoop,1,3,8,0.2,622663,Luis Severino,7.2,0.286
429666,J.J. Hardy,1,2,9,0.111,622663,Luis Severino,7.2,0.286
502226,Craig Gentry,0,0,1,0.0,547888,Masahiro Tanaka,11.74,0.4
430945,Adam Jones,1,4,2,0.267,547888,Masahiro Tanaka,11.74,0.4
592518,Manny Machado,1,4,3,0.286,547888,Masahiro Tanaka,11.74,0.4
448801,Chris Davis,1,4,4,0.286,547888,Masahiro Tanaka,11.74,0.4
444432,Mark Trumbo,1,4,5,0.188,547888,Masahiro Tanaka,11.74,0.4
456078,Welington Castillo,1,4,6,0.286,547888,Masahiro Tanaka,11.74,0.4
572073,Joey Rickard,0,0,7,0.0,547888,Masahiro Tanaka,11.74,0.4
570731,Jonathan Schoop,0,3,8,0.154,547888,Masahiro Tanaka,11.74,0.4
429666,J.J. Hardy,0,4,9,0.077,547888,Masahiro Tanaka,11.74,0.4
502226,Craig Gentry,0,4,1,0.0,282332,CC Sabathia,1.64,0.22
430945,Adam Jones,1,4,2,0.263,282332,CC Sabathia,1.64,0.22
592518,Manny Machado,0,4,3,0.235,282332,CC Sabathia,1.64,0.22
444432,Mark Trumbo,2,4,4,0.263,282332,CC Sabathia,1.64,0.22
448801,Chris Davis,2,4,5,0.333,282332,CC Sabathia,1.64,0.22
641820,Trey Mancini,0,4,6,0.125,282332,CC Sabathia,1.64,0.22
570731,Jonathan Schoop,0,4,7,0.125,282332,CC Sabathia,1.64,0.22
429666,J.J. Hardy,1,4,8,0.125,282332,CC Sabathia,1.64,0.22
543376,Caleb Joseph,0,4,9,0.0,282332,CC Sabathia,1.64,0.22
452234,Seth Smith,0,1,1,0.357,519141,Drew Pomeranz,1.5,0.182
430945,Adam Jones,1,4,2,0.261,519141,Drew Pomeranz,1.5,0.182
592518,Manny Machado,0,4,3,0.2,519141,Drew Pomeranz,1.5,0.182
444432,Mark Trumbo,0,4,4,0.217,519141,Drew Pomeranz,1.5,0.182
448801,Chris Davis,1,4,5,0.333,519141,Drew Pomeranz,1.5,0.182
475247,Ryan Flaherty,0,1,6,0.0,519141,Drew Pomeranz,1.5,0.182
641820,Trey Mancini,1,4,7,0.167,519141,Drew Pomeranz,1.5,0.182
570731,Jonathan Schoop,0,3,8,0.105,519141,Drew Pomeranz,1.5,0.182
429666,J.J. Hardy,0,3,9,0.105,519141,Drew Pomeranz,1.5,0.182
452234,Seth Smith,0,4,1,0.278,453214,Steven Wright,13.5,0.441
430945,Adam Jones,2,5,2,0.286,453214,Steven Wright,13.5,0.441
592518,Manny Machado,1,5,3,0.2,453214,Steven Wright,13.5,0.441
448801,Chris Davis,3,5,4,0.385,453214,Steven Wright,13.5,0.441
444432,Mark Trumbo,2,5,5,0.25,453214,Steven Wright,13.5,0.441
456078,Welington Castillo,3,5,6,0.409,453214,Steven Wright,13.5,0.441
502226,Craig Gentry,0,1,7,0.0,453214,Steven Wright,13.5,0.441
570731,Jonathan Schoop,2,4,8,0.174,453214,Steven Wright,13.5,0.441
475247,Ryan Flaherty,0,0,9,0.0,453214,Steven Wright,13.5,0.441
502226,Craig Gentry,0,4,1,0.0,434538,Francisco Liriano,9.0,0.286
430945,Adam Jones,0,4,2,0.25,434538,Francisco Liriano,9.0,0.286
592518,Manny Machado,0,4,3,0.179,434538,Francisco Liriano,9.0,0.286
452234,Seth Smith,0,0,4,0.278,434538,Francisco Liriano,9.0,0.286
448801,Chris Davis,0,4,5,0.333,434538,Francisco Liriano,9.0,0.286
456078,Welington Castillo,1,4,6,0.385,434538,Francisco Liriano,9.0,0.286
641820,Trey Mancini,1,3,7,0.294,434538,Francisco Liriano,9.0,0.286
570731,Jonathan Schoop,2,3,8,0.231,434538,Francisco Liriano,9.0,0.286
429666,J.J. Hardy,1,3,9,0.192,434538,Francisco Liriano,9.0,0.286
452234,Seth Smith,1,5,1,0.273,592717,Aaron Sanchez,4.38,0.229
430945,Adam Jones,2,5,2,0.278,592717,Aaron Sanchez,4.38,0.229
592518,Manny Machado,0,5,3,0.152,592717,Aaron Sanchez,4.38,0.229
448801,Chris Davis,2,4,4,0.364,592717,Aaron Sanchez,4.38,0.229
