batterID,batterName,Hits,AB,battingSpot,Avg,pitcherID,pitcherName,pitcherERA,pitcherAvg
516416,Jean Segura,2,4,1,0.5,572971,Dallas Keuchel,0.0,0.091
571745,Mitch Haniger,0,4,2,0.0,572971,Dallas Keuchel,0.0,0.091
429664,Robinson Cano,1,4,3,0.25,572971,Dallas Keuchel,0.0,0.091
443558,Nelson Cruz,0,4,4,0.0,572971,Dallas Keuchel,0.0,0.091
572122,Kyle Seager,0,3,5,0.0,572971,Dallas Keuchel,0.0,0.091
502143,Danny Valencia,0,4,6,0.0,572971,Dallas Keuchel,0.0,0.091
547982,Leonys Martin,0,4,7,0.0,572971,Dallas Keuchel,0.0,0.091
572287,Mike Zunino,0,3,8,0.0,572971,Dallas Keuchel,0.0,0.091
502481,Jarrod Dyson,0,3,9,0.0,572971,Dallas Keuchel,0.0,0.091
516416,Jean Segura,0,5,1,0.222,621121,Lance McCullers Jr.,1.5,0.2
571745,Mitch Haniger,1,5,2,0.125,621121,Lance McCullers Jr.,1.5,0.2
429664,Robinson Cano,1,4,3,0.286,621121,Lance McCullers Jr.,1.5,0.2
443558,Nelson Cruz,0,4,4,0.0,621121,Lance McCullers Jr.,1.5,0.2
572122,Kyle Seager,1,4,5,0.2,621121,Lance McCullers Jr.,1.5,0.2
600301,Taylor Motter,0,0,6,0.0,621121,Lance McCullers Jr.,1.5,0.2
547982,Leonys Martin,0,4,7,0.0,621121,Lance McCullers Jr.,1.5,0.2
572287,Mike Zunino,1,4,8,0.143,621121,Lance McCullers Jr.,1.5,0.2
502481,Jarrod Dyson,1,4,9,0.143,621121,Lance McCullers Jr.,1.5,0.2
516416,Jean Segura,2,6,1,0.267,450203,Charlie Morton,3.0,0.217
571745,Mitch Haniger,0,6,2,0.083,450203,Charlie Morton,3.0,0.217
429664,Robinson Cano,0,6,3,0.167,450203,Charlie Morton,3.0,0.217
443558,Nelson Cruz,1,6,4,0.083,450203,Charlie Morton,3.0,0.217
572122,Kyle Seager,0,6,5,0.125,450203,Charlie Morton,3.0,0.217
502143,Danny Valencia,0,6,6,0.154,450203,Charlie Morton,3.0,0.217
572287,Mike Zunino,1,6,7,0.154,450203,Charlie Morton,3.0,0.217
502481,Jarrod Dyson,1,6,8,0.154,450203,Charlie Morton,3.0,0.217
547982,Leonys Martin,1,5,9,0.083,450203,Charlie Morton,3.0,0.217
516416,Jean Segura,2,5,1,0.3,605397,Joe Musgrove,3.6,0.263
571745,Mitch Haniger,2,5,2,0.188,605397,Joe Musgrove,3.6,0.263
429664,Robinson Cano,1,4,3,0.188,605397,Joe Musgrove,3.6,0.263
443558,Nelson Cruz,0,4,4,0.067,605397,Joe Musgrove,3.6,0.263
572122,Kyle Seager,1,4,5,0.167,605397,Joe Musgrove,3.6,0.263
600301,Taylor Motter,0,0,6,0.0,605397,Joe Musgrove,3.6,0.263
572287,Mike Zunino,0,0,7,0.154,605397,Joe Musgrove,3.6,0.263
502481,Jarrod Dyson,1,4,8,0.176,605397,Joe Musgrove,3.6,0.263
547982,Leonys Martin,0,4,9,0.063,605397,Joe Musgrove,3.6,0.263
516416,Jean Segura,0,4,1,0.261,445926,Jesse Chavez,1.59,0.19
571745,Mitch Haniger,1,4,2,0.2,445926,Jesse Chavez,1.59,0.19
429664,Robinson Cano,1,4,3,0.2,445926,Jesse Chavez,1.59,0.19
443558,Nelson Cruz,1,4,4,0.105,445926,Jesse Chavez,1.59,0.19
572122,Kyle Seager,0,4,5,0.125,445926,Jesse Chavez,1.59,0.19
502143,Danny Valencia,1,4,6,0.15,445926,Jesse Chavez,1.59,0.19
